GENERAL,8,Computer,Computer
1,1,S
4,1,O
1,3,O
0,6,O
3,7,S
6,5,S
1,4,O
7,1,O
7,3,O
5,3,O
4,6,S
2,3,O
3,1,S
0,3,O
1,2,O
5,2,S
1,6,O
0,1,O
4,2,O
0,7,S
5,6,S
6,1,S
2,0,O
4,0,O
7,0,S
3,5,S
4,3,S
2,2,S
2,6,O
6,2,O
5,5,S
2,5,O
6,0,S
3,6,O
0,0,S
1,0,S
6,7,S
5,1,S
3,3,O
2,7,S
5,7,O
7,5,S
0,2,S
6,6,S
0,4,S
1,5,O
4,7,O
3,2,O
2,4,S
1,7,O
0,5,O
4,5,S
3,4,O
6,4,O
7,6,S
2,1,S
7,7,O
5,4,S
7,4,S
7,2,S
5,0,S
4,4,O
3,0,O
6,3,O
